320,256,1280
-576,-256,1728
-1024,-320,1600
-512,-320,1216
-512,-320,1216
576,192,1088
704,512,1216
256,256,1280
-512,-256,1600
-1024,-384,1536
-512,-256,1280
320,128,1024
896,512,1216
896,512,1216
704,384,1280
-384,-256,1664
-1024,-384,1728
-832,-384,1536
192,128,1216
704,320,1152
704,512,1280
-192,-128,1472
-192,-128,1472
-768,-256,1600
-832,-256,1664
-64,-64,1152
384,192,1024
704,512,1216
0,0,1344
-256,-128,1536
-256,-128,1536
-832,-320,1664
-832,-128,1216
64,0,1088
448,256,1216
768,512,1216
-64,0,1408
-512,-256,1600
-960,-512,1600
-960,-512,1600
-128,-192,1152
320,128,1088
768,448,1152
128,64,1408
-256,-64,1600
-768,-256,1728
-384,-192,1216
0,0,1024
0,0,1024
448,128,1024
512,384,1280
64,64,1280
-256,-128,1536
-960,-384,1536
-384,-256,1280
-128,-64,1216
832,448,1280
832,448,1280
512,448,1280
0,0,1472
-1024,-256,1600
-576,-320,1344
-128,-128,1216
704,320,1216
640,512,1280
256,128,1536
256,128,1536
-1024,-448,1600
-896,-384,1536
-256,-192,1280
256,256,1088
576,448,1280
256,192,1472
-256,-128,1600
-768,-448,1408
-768,-448,1408
-448,-192,1280
128,0,1216
768,512,1152
448,256,1280
0,64,1728
-1088,-448,1472
-512,-320,1280
-192,-320,1024
-192,-128,1024
832,512,1280
448,256,1344
0,-64,1472
-1152,-448,1536
-448,-256,1280
192,128,1088
576,448,1408
576,448,1408
256,192,1408
-64,-128,1472
-1024,-448,1472
-576,-320,1280
128,0,1216
768,512,1280
256,192,1408
-192,-64,1472
-768,-64,1344
-768,-512,1344
-512,-192,1280
64,-64,1088
640,512,1344
512,320,1472
64,0,1344
-320,-256,1536
-896,-320,1408
-256,-256,1152
-256,-256,1152
128,0,1088
640,512,1344
256,192,1408
-64,-64,1472
-896,-384,1408
-576,-256,1280
-256,-128,1216
704,512,1472
704,512,1472
512,448,1344
128,128,1344
-832,-256,1536
-1024,-320,1472
-256,-128,1216
512,384,1216
512,512,1408
256,192,1280
256,192,1280
-320,-192,1536
-512,-256,1472
-832,-256,1408
320,256,1216
512,256,1152
448,448,1216
-320,-64,1472
-832,-256,1600
-832,-256,1600
-512,-256,1664
-128,-64,1216
384,128,1216
512,384,1280
192,256,1408
-256,-128,1472
-960,-320,1536
-960,-320,1536
-832,-192,1280
64,-192,1024
448,192,1088
768,512,1280
-64,0,1472
-384,-192,1536
-1024,-384,1536
-256,-64,1216
192,-192,960
192,-192,960
320,256,1280
384,256,1344
0,0,1344
-512,-192,1536
-512,-320,1280
-192,-64,1280
256,0,1152
256,0,1152
512,448,1472
192,192,1408
-128,0,1344
-1088,-384,1536
-512,-256,1280
128,0,1088
576,384,1216
512,320,1344
512,320,1344
192,128,1408
-768,-320,1600
-960,-384,1536
-256,-256,1408
448,256,960
768,512,1152
320,320,1280
-384,-256,1536
-384,-256,1536
-896,-320,1536
-960,-256,1536
-256,192,1280
576,256,1216
704,448,1344
256,192,1472
-768,-384,1472
-1088,-384,1472
-1088,-384,1472
-448,-256,1280
512,256,1152
768,512,1280
256,192,1472
-960,-384,1536
-1024,-448,1344
-256,-128,1280
576,256,1152
576,512,1344
576,512,1344
192,64,1408
-896,-256,1536
-1024,-448,1536
-320,-192,1216
640,192,1216
640,192,1216
768,576,1408
320,128,1472
-640,-256,1536
-1152,-512,1536
-512,-320,1280
448,64,1088
832,576,1344
512,256,1472
512,256,1472
-448,-128,1536
-896,-320,1536
-832,-320,1344
640,128,960
960,512,1280
576,256,1280
64,-256,1664
-1088,-512,1728
-768,-384,1472
-64,-256,1088
-64,-256,1088
768,384,1344
192,-64,1216
192,-64,1216
-1088,-576,1536
-768,-256,1472
-256,-256,1088
896,512,1280
704,320,1408
704,320,1408
0,-128,1536
-1152,-512,1536
-640,-256,1280
-192,-128,1216
768,320,1216
704,384,1216
256,64,1344
-1088,-384,1792
-832,-384,1536
-256,-128,1280
768,256,1088
768,256,1088
320,64,1408
-704,-256,1664
-704,-256,1664
-1216,-512,1536
-576,-256,1280
704,256,1280
960,640,1280
576,256,1280
0,-256,1664
0,-256,1664
-1152,-512,1664
-640,-256,1408
0,-192,1216
832,512,1216
704,448,1152
0,-128,1280
-896,-256,1728
-896,-256,1728
-832,-512,1472
-192,-192,1216
768,256,1216
768,448,1344
-704,-320,1280
-192,-64,1280
-256,-192,1600
-256,-192,1280
64,-192,1280
64,128,1344
256,256,1280
-128,-64,1280
-576,-448,1344
-832,-448,1472
-64,-192,1280
960,448,1344
320,320,1344
-64,-64,1472
-64,-64,1472
-1280,-640,1344
-640,-256,1280
-128,-256,1088
1024,576,1280
640,320,1472
64,0,1536
-768,-320,1536
-1088,-448,1472
-1088,-448,1472
-384,-320,1280
256,448,1280
832,576,1408
256,256,1472
-64,-64,1472
-832,-256,1536
-768,-320,1280
-192,-128,1216
-192,-128,1216
768,448,1280
768,576,1344
256,256,1408
-576,-256,1600
-1088,-384,1536
-512,-256,1344
320,256,1152
768,448,1344
512,320,1344
-320,-192,1536
-320,-192,1536
-768,-320,1408
-960,-256,1472
128,128,1216
512,320,1280
768,512,1280
0,0,1344
-384,-128,1472
-768,-256,1536
-768,-256,1536
-192,-64,1216
256,256,1216
704,384,1216
192,128,1344
-192,0,1472
-448,-192,1536
-512,-256,1344
-512,-256,1344
0,-64,1216
384,256,1216
768,256,1216
128,128,1280
-448,-128,1600
-768,-256,1600
-256,-128,1280
256,192,1152
768,448,1216
768,448,1216
192,192,1408
-384,-192,1536
-832,-256,1600
-256,-192,1216
256,128,1216
768,512,1216
256,192,1472
256,192,1472
-768,-320,1536
-768,-320,1536
-320,-320,1216
256,0,1024
832,512,1216
256,256,1472
-320,-192,1664
-1088,-448,1664
-1088,-448,1664
-256,-128,1152
256,64,1152
768,512,1280
256,192,1216
-384,-192,1536
-1088,-256,1728
-256,-128,1280
320,64,1024
832,512,1216
832,512,1216
192,64,1408
-384,-128,1600
-1088,-384,1792
-1024,-256,1088
256,192,1024
832,512,1216
704,512,1344
-320,-128,1600
-320,-128,1600
-1024,-320,1536
-832,-320,1472
256,128,960
832,512,1216
576,512,1280
-256,-192,1536
-896,-320,1728
-1024,-448,1536
-1024,-448,1536
256,64,1024
832,512,1152
704,512,1280
-256,-192,1536
-832,-256,1664
-1088,-512,1472
256,0,1088
768,320,1280
768,320,1280
768,512,1280
-320,-192,1600
-1024,-320,1728
-1024,-320,1536
256,128,1088
704,448,1088
832,576,1280
-384,-256,1728
-896,-448,1728
-896,-448,1728
-1024,-320,1408
256,0,1024
768,320,1088
704,512,1344
256,64,1792
-1216,-512,1472
-704,-256,1344
-256,-128,1152
-256,-128,1152
512,256,1216
704,448,1280
192,128,1344
-704,-256,1536
-1152,-448,1536
-448,-256,1280
512,256,1216
512,256,1216
768,576,1216
512,256,1344
-832,-320,1664
-1280,-448,1536
-576,-256,1152
512,256,1216
832,576,1344
448,192,1472
-768,-320,1664
-768,-320,1664
-1408,-512,1472
-448,-256,1280
576,256,1088
896,576,1408
576,256,1408
-512,-320,1728
-1280,-512,1600
-704,-320,1408
-704,-320,1408
448,256,1152
896,576,1408
768,448,1472
0,-256,1536
-1024,-320,1536
-1024,-384,1344
-64,-128,1152
832,-128,1216
832,512,1216
576,448,1472
128,-64,1408
-1024,-320,1600
-896,-512,1280
-256,-64,1216
832,448,1152
704,448,1472
128,448,1536
128,0,1536
-1216,-320,1600
-768,-384,1344
0,-64,1280
896,512,1280
512,320,1344
-64,-64,1472
-1152,-448,1600
-320,-256,1280
-320,-256,1280
0,0,1152
832,448,1408
320,256,1472
-128,-128,1472
-960,-320,1472
-320,-128,1152
192,128,1088
768,512,1280
768,512,1280
256,128,1408
-256,-128,1664
-1088,-384,1472
-256,-128,1280
320,64,1024
1024,512,1344
128,0,1408
-512,-192,1664
-512,-192,1664
-1280,-448,1344
64,128,1024
768,384,1152
640,512,1280
-128,-64,1600
-768,-256,1920
-1088,-512,1600
512,256,960
1024,256,1152
1024,576,1152
704,384,1280
-768,-256,1920
-1280,-384,1728
-320,-192,1216
768,448,960
768,448,1088
192,0,1536
-1280,-512,1792
-1280,-512,1792
-384,-256,1280
256,192,1024
1152,704,896
448,192,1536
-448,-384,2304
-1024,-448,1408
-256,-192,832
576,256,896
576,256,896
960,512,1472
-128,-128,1792
-1024,-512,1984
-256,-192,1024
448,256,960
1216,768,1024
768,-128,1600
-832,-384,1792
-832,-384,1792
-1152,-320,1728
-256,-128,1088
512,448,1152
384,256,1280
0,256,1344
-384,0,1472
-256,-64,1280
